date,title,name,group,impact,description,image,caption
1989-06-06,大批坦克車仍嚴陣以待，北京市民和學生繼續架設路障，攔阻軍隊,大批坦克車仍嚴陣以待在天安門廣場佈防。北京市民和學生繼續架設路障，攔阻軍隊。最後一批香港記者撤離北京；外國記者仍留京採訪。 北京局勢日趨惡化，各國紛紛安排專機撤僑。各大酒店客去樓空。 著名民主人士方勵之及其妻子恐遭當權者捕殺，已避進美國大使館。  下午，國務院發言人袁木和戒嚴部隊司令部代表張工少將舉行了國內傳播媒介的記者招待會。袁木表示到目前為止戒嚴部隊的官兵受傷達五千多人，而「包括一小撮為非作歹的暴徒和圍觀的、不明真相的群眾」受傷的有二千多人。當談到死亡人數時，袁木說：「部隊戰士加上罪有應得的歹徒」近三百人死亡。他又故意特別調大學生的死亡人數是二十三人，而且反覆說明是「比較準確的數字」。而戒嚴部隊的張工少將則表示部隊在開入天安門廣場時，沒有打死一名學生和群眾，更沒有用坦克車、裝甲車壓死或壓傷一個人。  為避免軍隊入校捕殺，北京多間高校學生紛紛離校逃避，開始了「空校」的行動。  公共交通連續第三天癱瘓，令上海全城幾乎被迫罷工。  學生與群眾為繼續抗議北京當權者屠殺民運人士，連日來躺在鐵路路軌，攔阻火車通行。  晚上9時，公安警察行驅趕軌學生和巿民，雙方正發生糾纏之際，由北京南下的161次列車按照綠燈的訊號進入道口，走避不及的學生和巿民當場被輾過，釀成三、四十人死亡的事故。事後，逾萬巿民上前圍觀，並將警察毆打，火燒電單車洩憤，結果火勢蔓延至列車，使整列火車亦告燒毀。但列車上的搭客早已離去。  港澳區十九位人大代表發表聲明，嚴厲譴責北京當權者血腥鎮壓的暴行，並要求全國人大常委會立即召開緊急會議。香港工聯會八十多位理事攜同三萬人的簽名，前赴新華社遞交譴責北京當局的聲明，並在新華社對開的靈堂致祭北京死難者。萬多名金融從業員於中午午膳時間在中區遊行，抗議北京當局的暴行。  澳門各界人士在中華總商會內設置靈堂，供同胞弔唁致祭北京的英魂。  港九新界各區區議會召開特別會議，向北京的死難同胞致哀。  香港傳播媒介派往北京採訪的記者全部撤回香港。  成都續有逾萬巿民上街遊行示威，公安武警行鎮壓，又造成十多人死亡、百多人受傷的流血事件。  南京、武漢、西安，仍然有示威遊行的抗議行動，深圳有逾萬巿民到巿中心集會，抗議北京政府的法西斯行徑。  法國全面凍結與中國的來往關係。  英國表示取消兩國部長級的互訪計劃。  波蘭團結工會領袖華里沙呼籲中國政府停止「種族滅絕」。  澳洲、英國、荷蘭、華沙等地的華人和中國留學生遊行聲討北京政府的血腥暴行。,中国政府,5,,,
1989-06-07,香港市民向北京死難者追思,經過連日將天安門廣場清理洗刷後，戒嚴部隊司令部讓二十三位國內記者進入平靜的廣場參觀。 戒嚴部隊稱建國門外使館區有狙擊手，開槍襲擊軍隊，致一死三傷。戒嚴部隊乃將使館區包圍，由便衣人員入屋搜查，最後帶走一名中國男子。北京當局指美國大使館庇護方勵之夫婦是干涉中國的內政。  凌晨，一小撮滋事分子在旺角藉哀悼死難同胞進行「遊行集會」，乘機生事。警方派出防暴隊施放催淚彈，並拘捕了滋事者。  鑑於滋事者製造騷亂，全港支聯將6月7日的大遊行取消，以免不法分子有可乘之機。支聯並譴責了這些不良分子。  6月7日為「死難同胞哀悼日」，不少商店響應罷巿，部分工廠亦停工，逾十萬巿民到新華社對開之露天靈堂致祭死難者，並簽署弔信冊。  珠海、中大、港大、城巿理工、樹仁、嶺南等大專院校均舉行追悼會，哀悼北京死難同胞。  澳門二萬多名巿民前往中華總商會的靈堂致祭北京死難者，亦有部分人士到新華社門前的靈位弔唁獻花圈。  北京港澳同學會成員的家長一同到港府請願，要求英國大使館協助滯京的學生離開。  成都學生改以搜集北京大屠殺的資料來向巿民宣傳，使民眾明瞭大屠殺的真相。  廣州數以萬計巿民堵塞海珠橋的出入口，抗議北京血腥鎮壓學生。  美國、馬來西亞將大使館的非必要人員撤回國。  國際特赦協會呼籲各國制止北京的血腥暴行。,民间社会,5,,,
1989-06-08,官方否認在廣場開槍殺人,李鵬探望及讚揚戒嚴部隊。官方否認在廣場開槍殺人。北京市人民政府和戒嚴部隊指揮部發佈通告，宣佈「北京市高自聯」和「北京市工自聯」是非法組織，並設置熱線電話，讓市民檢舉。  英國廣播公司一名記者和兩名攝影師被便衣警察毆打，半數 器材遭破壞，在拘留30分鐘後始讓離去。  上海巿長朱鎔基發表電視講話，肯定學生愛國，保證不實行軍管，調北京的事情是歷史，事情真相終將大白。來自復旦和上海紡織工業大學的學生在人民廣場悼念北京死難同胞。學生在演說時，指斥政府腐敗、官員腐敗、警察腐敗。  港支聯代表李卓人在京被帶離所乘的飛機，經三天的調查，李卓人寫了悔過書後獲釋，於晚上9時半返抵香港。  匈牙利政府發表聲明，暗示中國以武器和暴力對付思想和立場是不會成功的。  東德國會表示支持中國鎮壓民主運動，並警告其他國家不要干涉中國。  紐約取消與北京結成姊妹城的關係。  美國白宮宣布，中國因局勢問題，推遲外長錢其琛訪美日期。,中国政府,5,,,
1989-06-09,戒嚴部隊聲言嚴懲印製、散發、張貼傳單、標語的人，並要求立即清除一切殘留的標語,約五萬名學生、巿民不顧當局的嚴厲警告，舉行集會，悼念北京被屠殺的民運人士。集會後，民眾遊行往各主要街道。  由於上海巿長朱鎔基調不會軍管上海，路障即告減少，癱瘓了四天的巿內公共交通得以恢復暢通。  近二萬名天主教徒於晚上8時，在政府大球場舉行追思大彌撒，由胡振中樞機主持。,中国政府,5,,,
1989-06-10,北京製造輿論，稱方勵之夫婦逃匿美國大使館是叛徒,北京巿公安部門表示，已抓獲四百多名反革命暴亂中參與打砸搶燒殺的「暴徒」，「高自聯」、「工自聯」的一些頭目也已緝捕歸案。其中，「高自聯」常委、秘書長郭海峰已被捕。 北京製造輿論，稱方勵之夫婦逃匿美國大使館是叛徒。 外國駐京使節被警告，不要干預中國內政。外交部人員並打電話給外國使館，促夜間不可外出。  上海公安局拘捕九名「上海工人自治聯合會」負責人，四十多學生到公安局抗議，要求釋放被捕者。  香港無線電視台獲得天安門廣場總指揮柴玲死裏逃生後於6月8日錄下大屠殺經過的錄音帶，並於晚上播出。  香港音樂界為支持中國民主運動，在灣仔伊館舉行《中華頌》音樂會。,中国政府,5,,,
1989-06-11,國家公安部向全國公安機關發出通緝令，通緝方勵之李淑嫻夫婦和六名學生領袖,國家公安部向全國公安機關發出通緝令，通緝方勵之李淑嫻夫婦和六名學生領袖。 北京公安部門出動六百人，在六小時的突擊搜查中，拘捕了七十四人。  由香港前赴上海復旦大學就讀的學生姚勇戰(姚別名長才)，是上海高校自治聯的頭頭。姚曾到英國駐上海領事館求助，領事館人員陪同姚至機場，但被查證人員帶走。英領事館為此事向上海當局查詢。所獲答覆是純屬中國內政。,中国政府,5,,,
1989-06-12,通令全國緝捕「暴亂分子」,中國公安部發布《堅決鎮壓反革命暴亂、制止社會動亂通告》，通令全國緝捕「暴亂分子」，並可不依照正常執法程序捕人及使用武器，更可「從嚴懲處」，包庇者亦法辦。 北京再捕四十四名「反革命分子」。 西安捕四十八名民運人士。 杭州七名工自聯首腦被扣審查。,中国政府,5,,,
1989-06-13,中國公安部下令全國通緝二十一名學生領袖,他們是：1.王丹，24歲，北大。2.吾爾開希，21歲，北師大。3.劉剛，28歲，原北大研究生。4.柴玲，女，23歲，北師大研究生。5.周鋒鎖，22歲，清華大學......  6.翟偉民，21歲，北京經濟學院。7.梁擎暾，20歲，北師大。8.王正雲，21歲，中央民族學院。9.鄭旭光，20歲，北京航天大。10.馬少芳，25歲，北京電影學院。11.楊濤，19歲，北大。12.王治新，22歲，政法大學。13.封從德，22歲，北大研究生。14.王超華，女，37歲，中國社會科學院研究生。15.王有才，23歲，北大。16.張志清，25歲，政法大學。17.張伯笠，26歲，北大。18.李錄，約20歲，南京大學。19.張銘，24歲，清華大。20.熊煒，23歲，清華大。21.熊焱，25歲，北大研究生。  在大搜捕行動中，再有九十九人被捕，其中包括天津的學生與工人組織的領袖。  經過連日全國的大搜捕民運人士，約有一千人被拘捕。  上午，中共中央、國務院在中南海召開各部門負責人會議，傳達鄧小平於6月9日接見戒嚴部隊軍以上幹部時的講話。李鵬在會上傳達了要加強管制思想、控制輿論的訊號。李鵬又承認，目前的做法遭到世界各國的反對，掀起一股「反華怒潮」。但李鵬又表示不會屈服於這種壓力。  北京電視台製造輿論，播出人大工作人員來函，指香港人在戒嚴期間，到天安門廣場活動是「破壞法律的行為」，同時干預了中國的內政。,中国政府,5,,,
1989-06-14,公安部通緝三名工人領袖,公安部發出通緝三名工人領袖的資料。他們是：1.韓東方，26歲，北京鐵路分局豐台機務段工人。2.賀力力，36歲，北京機械局職工大學講師。3.劉強，26歲，北京3209廠工人。  人大副委員長、政協副主席、各民主黨派主要負責人被召到中南海懷仁堂開會。會議由李鵬傳達了鄧小平6月9日的講話，要求與會者將這「講話」學習好，統一思想。人大委員長萬里沒有出席會議。  美國兩記者被指違反戒嚴令而遭驅逐出境。  戒嚴部隊再宣布「北京市民自治聯合會」、「首都知識界聯合會」、「首都各界維憲聯席會」、「外地赴京高校自治聯合會」都是非法組織，必須立即自動解散。其首腦立即投案自首，否則從嚴懲處。  香港全支聯否認干預大國內政，並決定繼續拯救受迫害的民運人士。  被通緝的學生領袖楊濤，12日逃到蘭州，14日晚上被捕。  學生領袖馬少芳在5日逃離北京後，輾轉南逃至廣州，於白雲山看到被通緝的報紙後自首。被通緝的學生領袖周峰鎖逃至西安其兄長家，但其姐姐和姐夫在看到電視廣播的通緝令後，馬上舉報，周峰鎖隨即被公安人員拘捕。  另一被通緝領袖熊焱，在前往內蒙的火車上被發現而遭當局逮捕。,中国政府,5,,,
1989-06-15,戒嚴部隊透過電視台將剪接影片播放給觀眾，藉此說明民運分子所發動的是一場「反革命暴亂」,《人民日報》刊出題為《對近期香港某些人一些活動的看法》的文章，指李卓人之類人士來京直接插手「動亂」，最後釀成一場「反革命暴亂」。 戒嚴部隊透過電視台將剪接、炮製好的「新聞片」播放給觀眾，藉此說明民運分子所發動的是一場「反革命暴亂」。  姚勇戰被拘留一事未有解決象。  徐國明、卞漢武、嚴雪榮三人，因被指於6月6日參加焚燒火車而被判死刑。  浸會、樹仁、理工和城市理工等大專院校的學生會向港督府和美、法、意、瑞典等國領事館遞請願信，要求各國正視北京當權者大規模搜捕民運人士的事態。  民主民生協會呼籲馬上召開人大代表大會，強烈譴責北京當權者搜捕民運人士，並呼籲英國盡力拯救在中國被捕的香港學生和居民。  北京「高自聯」的學生領袖熊煒，在瀋陽開往北京的列車上，由其母親領交給瀋陽的公安人員。  蘇聯領袖戈爾巴喬夫讚揚一些要求更大民主的學生，並表示不能懷疑這些人有任何壞意圖。中國駐日使館官員馬秋芸(譯音)要求政治庇護。,中国政府,5,,,
1989-06-16,袁木接受訪問時指傳媒影片是捏造及歪曲事實,國務院發言人袁木接受美國廣播公司訪問，主持人布羅克就袁木和張工曾在國內記者招待會上說戒嚴部隊開入天安門廣場沒有殺死一個人的說法，表示美國廣播公司拍攝了數千呎影帶，證明不少學生、巿民無辜被殺害，是有目共睹的事實。但袁木回答：「現代科技發達，一些人可以攝製很長的影片，歪曲事實真相。」  戒嚴部隊發言人李之雲在中外記者招待會上最初承認軍隊在清理天安門廣場時，遇到暴徒的挑釁，軍隊中有部分士兵向著天安門廣場開火，也有士兵對那些暴徒開槍。  但當談到這次事件的死傷時，又自相矛盾說士兵沒有把槍嘴指向人民。士兵向巿民開火的事件，在北京從沒發生過。  全港支聯對中國中央電視台和《人民日報》指其支援民運是顛覆活動作出烈反駁，並抨擊當權者違憲、濫權、殘殺人民。  西德總理科爾在國會內譴責中國當權者搜捕民運人士。  日本外相三塚博評論中國搜捕民運人士的做法。,中国政府,5,,,
1989-06-17,北京市法院判處八位市民死刑,北京巿中級法院裁定七男一女在6月3日至4日的「反革命暴亂」中毆打士兵、放火燒車罪名成立，判處死刑。 新華社發出消息，截至6月16日，北京已有一百零九人向公安機關投案自首，其中包括「工自聯」骨幹成員李江。  在成都報導騷亂而被逐的兩名英國獨立電視網絡的記者和攝影師，由成都抵香港。據二人透露，在成都的鎮壓中，有數十至二百人死亡。  路透社消息，截至17日中國駐外使館最少有二十名外交人員變節，要求政治庇護。  瑞典召見中國大使，抗議中國大舉緝捕民運人士。  法國共產黨譴責中共殘暴鎮壓，促結束了一切恐怖措施。,中国政府,5,,,
1989-06-18,香港藝術工作者仿製民主女神像，讓巿民參觀和哀悼北京死難者,中國當局宣布出國旅遊的新規定，取消以前簽發的出境通行證，必須到公安局申請新的出境許可證。新例又訂明獲取外國大使館簽證後，仍要由公安局覆核，始獲准出境。新措施是要防止民運人士潛逃出國。  劉賓雁應邀自美來港訪問，自稱是離心分子，要過流放生活。他又表示現政權不穩，兩年內必有變化。  北京的民主女神像被摧毀，香港的藝術工作者仿製了民主女神像和人民英雄紀念碑，於下午3時，在維園舉行揭幕儀式，讓巿民參觀和哀悼北京死難者。  美國八十三位議員致函布殊總統，促請中止中美核子合作。  教宗約望保祿二世為中國祈禱，並促請中國領導人尊重事實。  日本首相宇野宗佑勸告中國領導人勿自陷孤立。,国际社会,5,,,
1989-06-19,北京當局加緊「打擊反革命暴亂和打、砸、搶、燒、殺等嚴重刑事犯罪分子」,人大常委會辦公廳新聞發言人向外國記者表示北京仍未回復正常，原擬6月20日舉行的人大常委會議須推遲舉行。 李鵬、喬石、姚依林等會見「首都戒嚴部隊三位烈士的親屬」時，聲言不能讓「壞人」東山再起，繼續大搜捕。李鵬又自詡政府和軍隊採取了克制的態度，在世界上再找不出其他這樣的國家。  北京當局為加緊「打擊反革命暴亂和打、砸、搶、燒、殺等嚴重刑事犯罪分子」，實行快捕快訴，不糾纏細節。  加拿大《多倫多環球郵報》駐北京記者王珍，險遭北京公安人員綁架上車。事後，王珍向加駐華大使館投訴。,中国政府,5,,,
1989-06-20,香港政府勸諭公務員暫勿前赴大陸，免遭池魚之殃,《人民日報》再以署名文章指這次中國發生的民運，「華盛頓的某些先生們扮演了很不光彩的角色。」又說運動有「國際背景」。而北京電台亦抨擊美國、加拿大、香港及澳門的「反動分子」陰謀地支持民運。 北京電台報導了被通緝的學生領袖劉剛已被捕。最高人民法院發出《通知》，要求各地法院及時地嚴懲「反革命暴亂分子」。  香港政府勸諭公務員暫勿前赴大陸，免遭池魚之殃。  香港三大專學生組織籌劃支持中國民主學生運動的國際學生大聯盟。  美國和聯合國秘書長呼籲北京當權者基於人道立場，寬大處理被判死刑的民運人士。  美國總統布殊讚中國學生為爭取自由民主所作的勇敢表現。  美國二十位眾議院議員由國會遊行至中國大使館，抗議北京當權者殘殺人民。,国际社会,5,,,
1989-06-21,戒嚴第三十三天，屠殺後第十七天,被上海法院裁定焚燒列車罪名成立而被判死刑的徐國明、卞漢武和嚴雪榮，經上訴無效，隨即被公開槍決。 劉賓雁在香港外國記者俱樂部午餐會上表示，世界各國經濟制裁中國，有利而無害。  對上海槍決三名示威者，美、英、法、西德、荷蘭均表不滿，紛紛譴責中國。中國的東德使館職員丁鼎(譯音)亦投奔西方，要求庇護。早在6月14日其在東京中國使館工作的妻子馬秋芸已要求日本當局保護。  李鵬在會見巴基斯坦外交秘書時表示，要區分兩類不同性質的矛盾，對觸犯刑律的犯罪分子以法律程序處理，至於遊行、示威、靜坐、絕食的人則寬大處理。李鵬又調不會屈服於任何外來壓力。,中国政府,5,,,
1989-06-22,被通緝的知識分子嚴家其及其夫人高皋於較早前逃經香港轉抵歐洲,北京當局發出通緝令，緝拿首都知識界聯合會的七名主要成員。他們是：嚴家其、包遵信、萬潤南、程明遠、蘇曉康、王軍濤及陳一諮。 6月17日被北京中級法院裁定放火燒軍車罪名成立而被判死刑的林昭榮、張文奎、陳堅、祖建軍、王漢武、羅紅軍、班傑，經上訴無效，隨即被處。  港澳辦公室主任姬鵬飛在中央電視台發表講話，調一國兩制，不能允許港澳成為顛覆中共的基地，更不容港澳人士到內地從事反共活動。  全港支聯定天安門大屠殺之後一個月的7月4日為「全球華人抗議日」，呼籲各地華人一齊起來抗議北京當權者的暴行。  被通緝的知識分子嚴家其及其夫人高皋於較早前逃經香港，再轉機飛抵歐洲。  對上海和北京先後處決民運人士，台灣發表嚴正聲明，譴責北京當局。而法國總理、紐西蘭外長均表示不滿，日本新任首相宇野則感到遺憾。,中国政府,5,,,
1989-06-23,曾在廣場絕食的劉曉波，被指為「煽動學潮」遭拘查,中共十三屆三中全會在京舉行。 與侯德健等四人在廣場絕食的劉曉波，被公安局指為「煽動學潮」，遭拘留審查。 北京當局突擊搜查多間大學院校，拘捕十七名教師和學生。 因積極宣傳民主，《經濟學週報》被國家新聞出版署勒令停刊。  駐京的英美法大使館決定不邀請中國官員作客。  上海巿公安機關透露，6月15日至6月21日，已有一百二十六名上海「高自聯」、「工自聯」等組織的首腦人物自首。  在廣東韶關因貼港報被扣留的香港人郭文深，在寫了「悔過書」後獲釋返回香港。  美國眾議院一致通過譴責北京當權者的血腥鎮壓，並支持布殊總統呼籲對民運人士寬大處理。,中国政府,5,,,
1989-06-24,屠殺後第二十天。提升江澤民為總書記,四中全會結束，決定撤銷趙紫陽的黨總書記、政治局常委、軍委副主席等一切職務，並對他進行審查。同時決定提升江澤民為總書記。  會議期間，李鵬作了《關於趙紫陽同志在反黨反社會主義的動亂中所犯錯誤的報告》，指趙犯嚴重錯誤，特別是支持動亂分裂黨，消極對待四項基本原則，忽視思想政治工作。會議決定撤銷趙紫陽黨書記、政治局常委、軍委副主席等一切黨的職務，並對他繼續進行審查。  會議決定提升江澤民為總書記，免去胡啟立、芮杏文、閻明復的職務，補選宋平、李瑞環為政治局常委，李瑞環、丁關根為中央書記處書記。  香港全支聯於晚上發動萬人集會，由維園遊行往新華社遞交抗議書，反對北京當權者秋後算賬。  匈牙利呼籲北京停止處決民運人士，有關「反革命」、「反國家」的罪名，匈牙利已棄用。  蘇聯著名人權活躍分子沙哈羅夫在倫敦晤見戴卓爾夫人時，譴責北京犯錯，釀成悲劇。,中国政府,5,,,
2014-04-26,永久「六四紀念館」開幕,「當我們面對眼前的暴行時，萬萬不要把眼睛閉上；當我們回首昔日的暴行時， 萬萬不要把暴行從記憶中抹去。人類反抗強權的歷史，就是記憶反抗遺忘的歷史。 ......罪惡一旦被遺忘，就會重演。但願飽經憂患和苦難的中國人能記住這一點。」——蔣培坤 永久「六四紀念館」http://www.64museum.org,民间社会,5,,,
2012-06-06,李旺陽被發現離奇吊死於醫院窗口，當局迅速毀屍滅跡。,湖南工運人士李旺陽因「六四」坐了22年冤獄，落得半身不遂、幾近失明失聰，然而壯志不減，誓言「為了國家早日實現民主，我就是砍頭，我也不回頭！」2012年6月6日，李旺陽被發現離奇吊死於醫院窗口，當局迅速毀屍滅跡。,民间社会,5,,,
2012-06-10,逾2萬港人上街呼冤，抗議李旺陽「被自殺」,2012年6月10日，逾2萬港人上街呼冤，抗議李旺陽「被自殺」；6月13日，支聯會為李旺陽舉辦「頭七」追悼會；6月28日，4名香港青年赴湖南長沙及邵陽欲路祭李旺陽，其中兩人被扣受辱；9月中旬，本港10多個團體包括支聯會、職工盟、中國維權律師關注組等聯署，向聯合國提出申訴，要求跟進李旺陽事件……港人的聲援行動一浪接一浪，誓為鐵漢討回公道。,民间社会,5,,,
2011-08-30,「北美支援中國民主運動聯盟」,"2011年8月，北美8大城市圓桌會議在多倫多召開，宣布成立「北美支援中國民主運動聯盟」（North American Alliance for Democracy in China, NAADC），「聯盟」期望日後不同城市的海外民運團體可以更積極、團結地支援大陸、香港的維權、民主運動和「六四」悼念活動。與會8個城市包括美國三藩市、洛杉磯、波士頓、紐約、華盛頓，加拿大溫哥華、卡加利和多倫多市。",民间社会,5,,,
1991-01-31,刘晓波于北京市中级人民法院受审,同年9月，刘晓波被开除公职，于1991年1月在北京市中级人民法院受审，被判“反革命宣传煽动罪”，但因说服学生撤离广场被作为“重大立功表现”而免予刑事处分释放[29]。出狱后作为自由撰稿人在北京从事写作，并参与人权活动。,学运领袖,5,,,
1989-06-06,刘晓波被拘捕,随后被中国官媒公开指责为操纵学运的【黑手】,学运领袖,5,,,
2011-01-02,前香港民主黨黨鞭及支聯會主席司徒華去世,司徒華成立香港市民支援愛國民主運動聯合會（支聯會），后因不滿中国政府鎮壓民運，司徒華與李柱銘一起退出基本法起草委員會，并參與成立香港民主同盟（民主黨前身），領導推動香港民主政制改革。64之后发动黄雀行动，从1989年6月至1997年为止秘密营救共800多名六四政治犯。,国际社会,5,https://zh-yue.wikipedia.org/wiki/%E5%8F%B8%E5%BE%92%E8%8F%AF,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Szeto_Wah_at_21st_anniversary_candlelight_vigil.jpg/220px-Szeto_Wah_at_21st_anniversary_candlelight_vigil.jpg,司徒華
1994-10-30,丁子霖编著的《六四受难者名册》一书于香港出版,由丁子霖编著的《六四受难者名册》一书由香港《九十年代》杂志社出版。在这本书中，已记录下了96位死难者和49位伤残者，而在这份名册后面的死难者亲属，很多成了“天安门母亲”群体的成员。, 相关亲属,5,https://web.archive.org/web/20190216002422/http://www.tiananmenmother.org/index_files/Page379.htm,https://i.imgur.com/1NjMQF7.jpg,天安门母亲纪念六四26周年
2020-06-04,苹果日报 | “天安门母亲”获美颁国际妇女勇气奖,美国国务院连环出招力挺“天安门母亲”，美国国务院发表声明，强调美国人民和包括天安门母亲在内的六四难属并肩站在同一阵线后，他们亦在同一天向天安门母亲颁发“国际妇女勇气奖”。天安门母亲发起人之一的张先玲对此表示感谢，认为美方此举反映美国政府正义的一面。,国际社会,3,https://chinadigitaltimes.net/chinese/2020/06/%e8%8b%b9%e6%9e%9c%e6%97%a5%e6%8a%a5-%e5%a4%a9%e5%ae%89%e9%97%a8%e6%af%8d%e4%ba%b2%e8%8e%b7%e7%be%8e%e9%a2%81%e5%9b%bd%e9%99%85%e5%a6%87%e5%a5%b3%e5%8b%87%e6%b0%94%e5%a5%96/,,
1989-05-27,民主歌聲獻中華,"《民主歌聲獻中華》香港市民為支持北京八九民運而舉辦的籌款活動，於1989年5月27日在跑馬地馬場舉行。 

此次活動由黃霑、陳欣健、曾志偉與岑建勳主持，二百多位香港演藝界人士首次同台演出，20萬市民入場參加，高唱愛國歌，12小時的馬拉松演唱會共籌得1300萬港元，全部用以支持北京的民運[1]。《成報》报道入場觀眾人數估計近百萬[2]，《大公報》则报道说參與人数约为50万[3]。

當年《民主歌聲獻中華》籌備時間不足一星期，但在岑建勳及「樂壇大姐大」梅艷芳的號召下，演藝界一呼百應。演唱會台前掛上一條寫上「全港演藝界支持北京學運」的紅字白底布條。每一個參加者，手上都縛上一條黃絲帶，代表著陽光和希望。",国际社会,5,https://zh.wikipedia.org/zh/%E6%B0%91%E4%B8%BB%E6%AD%8C%E8%81%B2%E7%8D%BB%E4%B8%AD%E8%8F%AF,https://i.imgur.com/BYQU1S4.jpg,
